name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
mexico city,2023-07-09,27,12.4,19.2,26.5,12.4,19.2,12.7,69,6.271,100,12.5,rain,0,0,20.2,21.6,24.5,1017.1,81.7,12.9,232.8,20.2,10,10,2023-07-09T06:04:37,2023-07-09T19:18:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-07-10,25.3,14,19.1,25.3,14,19.1,12.9,69.5,11.086,100,12.5,rain,0,0,37.1,31.6,20.8,1020.9,88.2,11.6,255.7,22.1,10,10,2023-07-10T06:04:58,2023-07-10T19:18:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-07-11,31,9.1,17.7,31.3,7.3,17.7,12.3,73.6,11,100,4.17,rain,0,0,24.5,23.8,269.3,1020.3,68.6,10.2,312.6,27,10,10,2023-07-11T06:05:19,2023-07-11T19:18:48,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
mexico city,2023-07-12,28.1,13.3,19.2,27.5,13.3,19.2,11.8,65,0.149,100,4.17,rain,0,0,32.4,29,3.4,1018.3,70,12.3,304.4,26.2,10,10,2023-07-12T06:05:41,2023-07-12T19:18:41,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-07-13,25.9,13.1,19.6,25.9,13.1,19.6,11,60.2,0.028,100,4.17,rain,0,0,23,25.2,45.2,1013.9,51.5,11,277.2,23.8,10,10,2023-07-13T06:06:02,2023-07-13T19:18:34,0.86,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-07-14,28,11.1,19.9,27.6,11.1,19.9,10.8,58.9,0.2,100,4.17,rain,0,0,18,27.7,96.4,1017.9,50.4,13.5,326.6,28.3,10,10,2023-07-14T06:06:24,2023-07-14T19:18:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX"
mexico city,2023-07-15,27.1,10.1,20.3,26.9,10.1,20.2,10.7,56.5,3.6,100,4.17,rain,0,0,26.3,25.5,15.8,1017,46.3,10.5,347.1,29.8,10,10,2023-07-15T06:06:46,2023-07-15T19:18:15,0.93,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,MMTO,76675099999"
mexico city,2023-07-16,27.2,12.1,19.6,26.9,12.1,19.5,10.1,56.5,5,100,4.17,rain,0,0,39.6,24.8,329.6,1018.2,42.3,13.1,304.5,26.3,10,10,2023-07-16T06:07:08,2023-07-16T19:18:05,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,76680099999,remote,76675099999,MMMX,MMTO"
mexico city,2023-07-17,25.7,10.9,19,25.7,10.9,19,11.2,63.4,1.812,100,12.5,rain,0,0,28.8,15.8,320.4,1019,61.3,10.8,243.3,20.9,10,10,2023-07-17T06:07:30,2023-07-17T19:17:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMMX,MMTO"
mexico city,2023-07-18,27,11,19,26.5,11,19,10.2,59.6,1.526,100,12.5,rain,0,0,32.4,32.6,331.9,1019.1,51.8,11.3,291.7,25.1,10,10,2023-07-18T06:07:52,2023-07-18T19:17:40,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
mexico city,2023-07-19,26.8,12.1,18.8,26.7,12.1,18.8,11.7,66.2,4.093,100,8.33,rain,0,0,36,28.5,325.2,1019,66.4,10.9,299.2,25.7,10,10,2023-07-19T06:08:14,2023-07-19T19:17:26,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-07-20,26.6,12,19.3,26.6,12,19.3,11.3,62.9,3.723,100,8.33,rain,0,0,24.1,30.1,341.4,1017.8,52.6,13.5,295.8,25.7,10,10,2023-07-20T06:08:36,2023-07-20T19:17:11,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMTO,MMMX,76675099999"
mexico city,2023-07-21,26.3,12.1,18.4,26.3,12.1,18.4,12.7,70.4,12,100,20.83,rain,0,0,59.4,29.3,3.7,1018.6,79,10.5,260.1,22.5,10,10,2023-07-21T06:08:57,2023-07-21T19:16:55,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-07-22,25.1,13.5,18.6,25.1,13.5,18.6,12.4,69.3,1,100,4.17,rain,0,0,25.2,23.7,11.2,1016.2,85,9.5,258.5,22.4,10,10,2023-07-22T06:09:19,2023-07-22T19:16:37,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX"
mexico city,2023-07-23,22.2,12.1,18.2,22.2,12.1,18.2,12,68.4,7.7,100,4.17,rain,0,0,21.6,25.9,24.7,1018.6,91.5,9.5,203.7,17.7,10,10,2023-07-23T06:09:41,2023-07-23T19:16:19,0.2,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
mexico city,2023-07-24,23.1,14.2,17.6,23.1,14.2,17.6,12,70.7,2,100,4.17,rain,0,0,21.6,13.5,341.3,1019.8,89.9,11,239.5,20.7,10,10,2023-07-24T06:10:03,2023-07-24T19:16:00,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-07-25,25.7,13,17.5,25.7,13,17.5,13,76.5,7.207,100,12.5,rain,0,0,28.8,24.9,322.4,1021.1,91.1,8.9,124.1,10.8,7,10,2023-07-25T06:10:24,2023-07-25T19:15:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,MMTO,76675099999"
mexico city,2023-07-26,25.3,12.7,17.2,25.3,12.7,17.2,12.9,77.2,8.256,100,29.17,rain,0,0,18.4,48.1,200,1019.8,85.8,9.1,276.4,23.9,10,10,2023-07-26T06:10:46,2023-07-26T19:15:18,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-07-27,23,11.1,15.3,23,11.1,15.3,12.1,81.4,0.8,100,12.5,rain,0,0,14.8,24.1,183.8,1020.5,97.4,7.6,198.8,17.1,9,10,2023-07-27T06:11:07,2023-07-27T19:14:55,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-07-28,23.2,13.1,16.3,23.2,13.1,16.3,11.6,74.7,17.771,100,8.33,rain,0,0,16.6,17.8,344.2,1021,75.3,9.8,221.9,19.1,10,10,2023-07-28T06:11:28,2023-07-28T19:14:32,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
mexico city,2023-07-29,25.5,9.1,17,25.5,9.1,17,12,75.3,2.878,100,12.5,rain,0,0,28.8,33.7,322.1,1020.3,61.4,9,335.2,28.9,10,10,2023-07-29T06:11:49,2023-07-29T19:14:07,0.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-07-30,20.9,13.9,17,20.9,13.9,17,11.9,72.9,0.579,100,12.5,rain,0,0,21.6,18.3,335.2,1023.1,86.3,14.4,147.8,12.9,9,10,2023-07-30T06:12:10,2023-07-30T19:13:42,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
mexico city,2023-07-31,24.8,10.8,17.5,24.8,10.8,17.5,12.7,75,3.701,100,20.83,rain,0,0,21.6,14.6,337.7,1019.9,73.2,10.4,275.6,23.7,10,10,2023-07-31T06:12:31,2023-07-31T19:13:15,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
mexico city,2023-08-01,25.7,15.6,18.6,25.7,15.6,18.6,13.3,73.3,1.4,100,8.33,rain,0,0,46.4,27.9,352.7,1018,89.5,11,252.2,21.8,10,10,2023-08-01T06:12:51,2023-08-01T19:12:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-08-02,25.9,12.1,18.8,25.9,12.1,18.8,12.3,68,0.075,100,4.17,rain,0,0,32.4,14.8,339.1,1016.9,72.3,13.1,282.7,24.4,10,10,2023-08-02T06:13:11,2023-08-02T19:12:19,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX"
mexico city,2023-08-03,24.6,13.5,17.8,24.6,13.5,17.8,12.4,72.1,6.712,100,12.5,rain,0,0,21.6,25.9,0.4,1018.7,91.4,9.5,243,21,10,10,2023-08-03T06:13:31,2023-08-03T19:11:49,0.57,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999"
mexico city,2023-08-04,24.4,13.1,18.7,24.4,13.1,18.7,13.3,72.4,0.514,100,25,rain,0,0,9.4,22.3,170.4,1016.5,97.8,12.7,220.2,19.1,10,10,2023-08-04T06:13:51,2023-08-04T19:11:19,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMTO,76675099999,MMMX"
mexico city,2023-08-05,25.8,10,18.2,25.8,10,18.2,12.5,71.9,5.525,100,12.5,rain,0,0,18,21.9,36.5,1019.8,89.7,8.8,252.9,21.8,10,10,2023-08-05T06:14:10,2023-08-05T19:10:47,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
mexico city,2023-08-06,26.9,12.1,19.3,27.5,12.1,19.3,11.8,64.8,12.022,100,12.5,rain,0,0,18,18.8,129.8,1020.1,85.5,13.1,286.6,24.6,10,10,2023-08-06T06:14:30,2023-08-06T19:10:15,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-08-07,27.3,15,20.3,27,15,20.3,10.6,56.7,0.008,100,4.17,rain,0,0,24.8,23.2,17.5,1020.9,42.8,15.1,336.3,29.1,10,10,2023-08-07T06:14:48,2023-08-07T19:09:41,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-08-08,27.8,9.1,20.4,27.8,9.1,20.3,10.5,56.3,4.4,100,8.33,rain,0,0,19.4,30.8,358.9,1017.6,40.5,13.8,314,26.9,10,10,2023-08-08T06:15:07,2023-08-08T19:09:07,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-08-09,28.9,15.3,22,28.9,15.3,21.9,11.9,55.1,1.7,100,4.17,rain,0,0,21.6,20.5,116.5,1015.4,68.9,13.7,320.1,27.5,10,10,2023-08-09T06:15:26,2023-08-09T19:08:32,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-08-10,28.6,14.1,20.3,28.1,14.1,20.3,11.9,60.8,20,100,8.33,rain,0,0,59.4,22.4,29.5,1017.3,74,14.3,234.3,20.4,10,10,2023-08-10T06:15:44,2023-08-10T19:07:56,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-08-11,27.1,10.1,20.1,26.4,10.1,20.1,10.8,58.7,7.342,100,16.67,rain,0,0,21.2,31.3,58.7,1018.7,74.3,11.8,292.8,25.3,10,10,2023-08-11T06:16:02,2023-08-11T19:07:19,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999"
mexico city,2023-08-12,25,9.1,17.5,25,9.1,17.5,10.6,67.2,0,0,0,rain,0,0,27.7,36.9,33,1021.8,59.4,10.3,318,27.4,10,10,2023-08-12T06:16:19,2023-08-12T19:06:41,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
mexico city,2023-08-13,26,14.1,18.4,26,14.1,18.4,11.7,67.2,1.5,100,4.17,rain,0,0,46.4,22.2,341.4,1020.3,62.7,10.9,289.7,25,10,10,2023-08-13T06:16:36,2023-08-13T19:06:02,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO"
mexico city,2023-08-14,23,12.1,17.6,23,12.1,17.6,11,68.5,0.5,100,4.17,rain,0,0,32.4,25.9,29.8,1020.1,84.2,13.2,220.1,19.1,8,10,2023-08-14T06:16:54,2023-08-14T19:05:23,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-08-15,20.8,12.8,16.5,20.8,12.8,16.5,9.4,63.5,0.085,100,4.17,rain,0,0,25.2,40.7,11.3,1022,79.9,15,139.1,12,6,10,2023-08-15T06:17:10,2023-08-15T19:04:43,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999"
mexico city,2023-08-16,21.1,8.1,15.3,21.1,8.1,15.3,10.2,72.8,0.1,100,4.17,rain,0,0,25.2,17.8,306.2,1020.6,74.5,12.6,175.2,15.3,9,10,2023-08-16T06:17:27,2023-08-16T19:04:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMMX,MMTO"
mexico city,2023-08-17,23.7,13.6,17.3,23.7,13.6,17.3,13.1,77.7,13.707,100,45.83,rain,0,0,25.2,17.8,5.7,1019.9,98.1,11.1,204.2,17.7,10,10,2023-08-17T06:17:43,2023-08-17T19:03:20,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-08-18,25.1,13.9,17.5,25.1,13.9,17.5,13.6,80.2,1.423,100,12.5,rain,0,0,16.9,25.8,30,1019.4,93.7,7.4,254.6,22,10,10,2023-08-18T06:17:59,2023-08-18T19:02:38,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-08-19,24.1,12,16.5,24.1,12,16.5,12.7,80.2,2.9,100,12.5,rain,0,0,21.6,47.9,356.3,1021,89.7,8.7,240.3,20.8,10,10,2023-08-19T06:18:15,2023-08-19T19:01:55,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
mexico city,2023-08-20,21.9,11.1,17,21.9,11.1,17,10.2,66.5,0.1,100,4.17,rain,0,0,22.3,18.3,342.2,1020.6,98,10.1,158.7,14,5,10,2023-08-20T06:18:30,2023-08-20T19:01:11,0.15,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMMX,76675099999,MMTO"
mexico city,2023-08-21,22.8,11.2,16.5,22.8,11.2,16.5,11.4,73.3,0.376,100,4.17,rain,0,0,18,18.3,324,1017.2,90.1,11.5,261.4,22.6,10,10,2023-08-21T06:18:45,2023-08-21T19:00:26,0.18,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-08-22,25.2,12.1,18,25.2,12.1,18,13,74.5,2.577,100,16.67,rain,0,0,25.2,25.9,6.7,1016,68.2,9.4,274.3,23.6,10,10,2023-08-22T06:19:00,2023-08-22T18:59:41,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-08-23,22.1,14,17.8,22.1,14,17.8,12.2,70.9,0.395,100,4.17,rain,0,0,31,27.4,352.5,1015.6,82.4,12.9,152.2,13.1,6,10,2023-08-23T06:19:15,2023-08-23T18:58:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999,MMMX"
mexico city,2023-08-24,21.7,12.8,17.5,21.7,12.8,17.5,11.7,69.6,0.3,100,8.33,rain,0,0,40.6,23.7,354.5,1016.3,80.5,14.3,207.1,17.8,8,10,2023-08-24T06:19:29,2023-08-24T18:58:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-08-25,20.8,12.4,16.9,20.8,12.4,16.9,9.7,63.6,0,0,0,rain,0,0,16.6,22.3,351,1018,77.1,13.2,246.2,21.3,10,10,2023-08-25T06:19:43,2023-08-25T18:57:22,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999,MMMX"
mexico city,2023-08-26,22.2,11.1,16.7,22.2,11.1,16.7,11.4,73,2.524,100,8.33,rain,0,0,18.7,18.4,330,1018.4,88.3,8.5,266.2,23.1,10,10,2023-08-26T06:19:57,2023-08-26T18:56:34,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
mexico city,2023-08-27,22.1,13.1,17.8,22.1,13.1,17.8,13.1,75.6,0.5,100,4.17,rain,0,0,18,15.7,337.6,1013.6,94.3,7.7,229.1,19.8,8,10,2023-08-27T06:20:11,2023-08-27T18:55:46,0.39,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-08-28,24.9,12,17.9,24.9,12,17.9,13.4,76.4,5.15,100,8.33,rain,0,0,19.4,33.3,329.7,1014.2,92.7,7.9,214,18.3,10,10,2023-08-28T06:20:24,2023-08-28T18:54:58,0.42,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,76675099999,MMMX"
mexico city,2023-08-29,26.8,13.1,20.3,26.8,13.1,20.2,10.8,58.5,1.8,100,8.33,rain,0,0,20.9,23.5,9.8,1014.5,54.2,11.9,327,28.4,10,10,2023-08-29T06:20:37,2023-08-29T18:54:08,0.46,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-08-30,27.4,8.1,19.5,26.6,6.8,19.4,9.7,56.7,5.002,100,8.33,rain,0,0,18.7,17.9,26.6,1015,35.7,11.6,325.6,28,10,10,2023-08-30T06:20:50,2023-08-30T18:53:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMTO,76675099999,MMMX"
mexico city,2023-08-31,23.7,14,17.7,23.7,14,17.7,13.2,76.4,24.337,100,25,rain,0,0,21.6,18.1,346.4,1018.1,90.9,7.7,225.5,19.4,9,10,2023-08-31T06:21:03,2023-08-31T18:52:29,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO"
mexico city,2023-09-01,24.7,12.1,18.5,24.7,12.1,18.5,12.5,70.4,0.431,100,20.83,rain,0,0,21.2,25,49.1,1020.9,86.3,8.3,255.5,22,10,10,2023-09-01T06:21:16,2023-09-01T18:51:38,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMMX,MMTO,76675099999"
mexico city,2023-09-02,26.4,15,19.4,26.4,15,19.4,11.8,63.9,11.264,100,12.5,rain,0,0,46.4,25.4,323.2,1019.3,73.4,9.6,284.3,24.6,10,10,2023-09-02T06:21:28,2023-09-02T18:50:47,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-09-03,27.2,13,18.2,27.3,13,18.2,12.3,71.1,3.931,100,12.5,rain,0,0,23.8,30.4,12.9,1020.2,76.9,9.9,283.3,24.5,10,10,2023-09-03T06:21:41,2023-09-03T18:49:56,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,76679399999,MMCB,76680099999,remote,MMMX,MMTO,76675099999"
mexico city,2023-09-04,27.3,11.1,18.8,26.8,11.1,18.7,11.4,66.3,2.675,100,8.33,rain,0,0,36,12.7,15.5,1013.6,76.5,9,281,24.2,10,10,2023-09-04T06:21:53,2023-09-04T18:49:04,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
mexico city,2023-09-05,27.3,9.9,18.6,27.2,9.9,18.6,12.4,70.8,1.649,100,12.5,rain,0,0,36,20.5,335.2,1015.3,56.3,11,254.5,22,10,10,2023-09-05T06:22:05,2023-09-05T18:48:12,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-09-06,25.1,12.1,17.9,25.1,12.1,17.9,13.5,77.6,3.189,100,8.33,rain,0,0,25.2,19.1,346.7,1016.6,72,10.3,267.6,23.1,10,10,2023-09-06T06:22:17,2023-09-06T18:47:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMMX,MMTO"
mexico city,2023-09-07,26.2,13.1,18.3,26.2,13.1,18.3,11.9,70.4,5.603,100,8.33,rain,0,0,19.4,178.5,34.3,1018,72,11.7,253.4,21.9,10,10,2023-09-07T06:22:29,2023-09-07T18:46:28,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,MMMX,76675099999"
mexico city,2023-09-08,25.1,13.4,19.4,25.1,13.4,19.4,10.5,59.1,0,0,0,rain,0,0,26.6,29,11,1018.1,48.3,13.2,280.4,24.2,10,10,2023-09-08T06:22:41,2023-09-08T18:45:35,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-09-09,25.3,6.1,18.3,25.3,6.1,18.3,9.6,59.3,0,0,0,,0,0,40.7,23.7,359.7,1017.6,41.5,12.4,324.3,28,10,10,2023-09-09T06:22:52,2023-09-09T18:44:42,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX"
mexico city,2023-09-10,24.7,10.1,18.2,24.7,10.1,18.2,10.4,62.7,0,0,0,,0,0,23,23.5,352.4,1017.2,57.7,15.6,321.4,27.9,10,10,2023-09-10T06:23:04,2023-09-10T18:43:48,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999,MMTO"
mexico city,2023-09-11,25,9.1,18.1,25,8,18,8.3,56.7,0,0,0,,0,0,23,25.4,353.1,1017.6,37.6,11,313,27.2,10,10,2023-09-11T06:23:15,2023-09-11T18:42:55,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMMX,76675099999,MMTO"
mexico city,2023-09-12,26,13.2,19.6,26,13.2,19.6,7.9,49.8,0,0,0,,0,0,24.1,24,350.6,1016.3,48.6,13.1,312.1,26.9,10,10,2023-09-12T06:23:27,2023-09-12T18:42:01,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
mexico city,2023-09-13,27,11.1,19.7,26.8,11.1,19.6,9.9,55.7,0,0,0,,0,0,18,15.4,356.2,1015,54.5,12.1,312.1,27,10,10,2023-09-13T06:23:38,2023-09-13T18:41:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
